source_file,source_folder,label,window_index,start_index,end_index,rpm,signal_mean,signal_std,signal_min,signal_max,signal_range,signal_rms,signal_energy,signal_abs_mean,signal_peak_abs,signal_crest_factor,signal_skew_like,signal_kurtosis_like
100.mat,normal,normal,14,7168,8192,1725.0,0.011746227764423077,0.06869821961499747,-0.17398523076923075,0.19463815384615382,0.3686233846153846,0.06969518810480482,4.973997306843266,0.056185379206730765,0.19463815384615382,2.792705768304579,-0.10982295436926645,2.71388366336054
100.mat,normal,normal,15,7680,8704,1725.0,0.01389512920673077,0.06478967609690674,-0.1691870769230769,0.20402584615384614,0.37321292307692305,0.06626293643066107,4.496155386279763,0.05290702103365384,0.20402584615384614,3.0790341802051593,-0.13750143398017617,2.9442055880452687
100.mat,normal,normal,16,8192,9216,1725.0,0.011780046274038461,0.06468043331316836,-0.19505538461538463,0.22843384615384613,0.42348923076923073,0.0657444137839688,4.426063814448851,0.052042000600961535,0.22843384615384613,3.474574233804685,-0.02205712477174796,3.145648262121668
100.mat,normal,normal,17,8704,9728,1725.0,0.009703060096153845,0.06652984968688253,-0.19505538461538463,0.22843384615384613,0.42348923076923073,0.06723369895066578,4.6288591611788865,0.05325315144230769,0.22843384615384613,3.397609379160693,-0.07039544835385683,3.006889903427312
100.mat,normal,normal,18,9216,10240,1725.0,0.010608418269230768,0.06552433457125317,-0.1779489230769231,0.21487384615384614,0.3928227692307692,0.06637753354246052,4.511720406200804,0.053160252403846156,0.21487384615384614,3.2371471894652126,-0.07057260988798184,2.8511809923138287
100.mat,normal,normal,19,9728,10752,1725.0,0.013511513221153843,0.067067285647808,-0.20110523076923076,0.2422024615384615,0.4433076923076923,0.06841477759731511,4.792915756738651,0.054299080528846154,0.2422024615384615,3.540206809711625,0.017233394346397174,3.13165831310858
100.mat,normal,normal,20,10240,11264,1725.0,0.013403334735576922,0.0731365863872566,-0.20110523076923076,0.2422024615384615,0.4433076923076923,0.07435462090828364,5.661296282024521,0.05940221213942308,0.2422024615384615,3.257396226039006,-0.05247696019396987,2.974107650059011
100.mat,normal,normal,21,10752,11776,1725.0,0.013616228365384616,0.0680954570641827,-0.1992276923076923,0.2125790769230769,0.4118067692307692,0.06944345143840601,4.9381303784225326,0.05609390625,0.2125790769230769,3.0611824803749297,-0.12538795038820216,2.911685660370572
100.mat,normal,normal,22,11264,12288,1725.0,0.01469495733173077,0.059513962487543086,-0.14999446153846155,0.1927606153846154,0.34275507692307694,0.061301333606619636,3.8480419859968755,0.049054155649038464,0.1927606153846154,3.1444767028796847,-0.010597226339244585,2.8179309417812375
100.mat,normal,normal,23,11776,12800,1725.0,0.012115582932692307,0.06235389353919218,-0.17377661538461536,0.1858763076923077,0.3596529230769231,0.06352003927341243,4.131630478638958,0.05100809134615385,0.1858763076923077,2.9262624805583775,-0.0516943325317612,2.761418019488958
100.mat,normal,normal,24,12288,13312,1725.0,0.011752543269230769,0.06017726048790455,-0.17377661538461536,0.17690584615384616,0.3506824615384615,0.06131414969747407,3.8496511519992422,0.04950296394230769,0.17690584615384616,2.8852368829025585,-0.17473003706533888,2.8403225603354
100.mat,normal,normal,25,12800,13824,1725.0,0.01255990925480769,0.06155316822369529,-0.1718990769230769,0.17690584615384616,0.34880492307692307,0.06282152369103709,4.04126089099626,0.05053524338942308,0.17690584615384616,2.816006931335697,-0.07702982511734963,2.8179894183512118
100.mat,normal,normal,26,13312,14336,1725.0,0.013066575721153845,0.06516330611587674,-0.1704387692307692,0.2225926153846154,0.39303138461538456,0.06646045339168329,4.522999669788781,0.053365200721153846,0.2225926153846154,3.3492491251815757,-0.03638413285972387,2.838793166831499
100.mat,normal,normal,27,13824,14848,1725.0,0.015755758413461537,0.0627236517303234,-0.18232984615384615,0.2225926153846154,0.40492246153846156,0.06467225378452698,4.282880419399952,0.05215343870192308,0.2225926153846154,3.441856474073112,-0.13472202098571512,2.9042917986298997
100.mat,normal,normal,28,14336,15360,1725.0,0.016185823918269227,0.06295507984891417,-0.18232984615384615,0.1804523076923077,0.36278215384615387,0.06500248437326357,4.326730726089088,0.052898871995192304,0.18232984615384615,2.8049673471562877,-0.2405142431905722,2.799513957933291
100.mat,normal,normal,29,14848,15872,1725.0,0.01414774939903846,0.0632143338437981,-0.1800350769230769,0.1804523076923077,0.3604873846153846,0.0647781662010677,4.296919875966106,0.05215404987980769,0.1804523076923077,2.785696451014195,-0.18536815610201451,2.8698984168455666
100.mat,normal,normal,30,15360,16384,1725.0,0.013960728966346153,0.06309226547839322,-0.16105107692307694,0.23969907692307693,0.40075015384615387,0.06461838682966192,4.275748778463053,0.05150375661057692,0.23969907692307693,3.709456219500327,0.0074023638811330575,2.9688727007305813
100.mat,normal,normal,31,15872,16896,1725.0,0.013649231971153846,0.06181660868409606,-0.15228923076923076,0.23969907692307693,0.3919883076923077,0.06330556565267409,4.10377691402755,0.05068905649038462,0.23969907692307693,3.786382357507067,-0.013116038659349738,2.9261640022528006
100.mat,normal,normal,32,16384,17408,1725.0,0.014372459134615384,0.059938927526496676,-0.16876984615384616,0.21696000000000001,0.3857298461538462,0.06163799651678184,3.8904244373532775,0.04988230168269231,0.21696000000000001,3.5199067500094623,-0.207329396405654,2.942785943409144
100.mat,normal,normal,33,16896,17920,1725.0,0.01644109254807692,0.06635415054940061,-0.17690584615384616,0.22947692307692308,0.4063827692307692,0.06836068182301104,4.785339206970319,0.055026789663461535,0.22947692307692308,3.3568553875412266,-0.1688050983166295,3.135426842491825
100.mat,normal,normal,34,17408,18432,1725.0,0.015311024639423076,0.06546288762930105,-0.17690584615384616,0.22947692307692308,0.4063827692307692,0.06722958524545215,4.62829274345013,0.054568202524038455,0.22947692307692308,3.413332422559204,-0.13161325427257012,2.911531769021763
100.mat,normal,normal,35,17920,18944,1725.0,0.012327865384615385,0.06276973392699034,-0.18107815384615383,0.18107815384615383,0.36215630769230767,0.06396886556916857,4.190224140499313,0.05225733894230769,0.18107815384615383,2.830723231249521,-0.16610418869061172,2.608231228747017
100.mat,normal,normal,36,18432,19456,1725.0,0.01428261598557692,0.07023663257109468,-0.22843384615384613,0.25117292307692307,0.47960676923076917,0.07167410741905626,5.260469938502059,0.05730913161057692,0.25117292307692307,3.5043746217150433,-0.11804439719561455,3.0525862530134313
100.mat,normal,normal,37,18944,19968,1725.0,0.015312043269230767,0.068219077185992,-0.22843384615384613,0.25117292307692307,0.47960676923076917,0.06991638692886762,5.005620389055622,0.05513598677884615,0.25117292307692307,3.592475728599533,-0.19320223008373888,3.499936122635131
100.mat,normal,normal,38,19456,20480,1725.0,0.013350773437499998,0.06410644232569107,-0.22676492307692306,0.1923433846153846,0.41910830769230767,0.06548189901825245,4.390788197413491,0.0531478251201923,0.22676492307692306,3.463016901972429,-0.2709627681897179,3.0154607832889955
100.mat,normal,normal,39,19968,20992,1725.0,0.014480841346153845,0.0642050024076677,-0.2021483076923077,0.15750461538461538,0.3596529230769231,0.06581775672461873,4.435944550667361,0.053975971153846156,0.2021483076923077,3.0713339036306597,-0.3532102438460414,2.814276751298311
100.mat,normal,normal,40,20480,21504,1725.0,0.01485895673076923,0.06430226057787473,-0.238656,0.1883796923076923,0.42703569230769234,0.0659967371204954,4.460102974005018,0.05267497716346154,0.238656,3.616178775030209,-0.3807888492923138,3.3787431392079608
100.mat,normal,normal,41,20992,22016,1725.0,0.013020533653846153,0.06570402532337348,-0.238656,0.22676492307692306,0.46542092307692307,0.066981738110663,4.594230518093255,0.052605710336538464,0.238656,3.56300100188718,-0.05764454374212491,3.4809232682790077
100.mat,normal,normal,42,21504,22528,1725.0,0.014594724158653843,0.0649629447085988,-0.22029784615384615,0.22676492307692306,0.4470627692307692,0.06658220601992443,4.539586722283172,0.05262832391826923,0.22676492307692306,3.4057886728123554,-0.07265148565954632,3.3014530552175474
100.mat,normal,normal,43,22016,23040,1725.0,0.01337848016826923,0.06567756377322786,-0.20360861538461536,0.19046584615384615,0.3940744615384615,0.06702630912409832,4.600346741554366,0.053587465745192304,0.20360861538461536,3.0377417172799857,-0.17113553237648046,2.9935124446852
100.mat,normal,normal,44,22528,23552,1725.0,0.012795620192307693,0.06641448306257944,-0.21195323076923075,0.1990190769230769,0.41097230769230764,0.0676358740357175,4.684402131533254,0.05419966225961538,0.21195323076923075,3.1337398058043524,-0.17619253578224947,3.014209312329835
100.mat,normal,normal,45,23040,24064,1725.0,0.015282503004807692,0.06533526613810804,-0.21195323076923075,0.2207150769230769,0.4326683076923077,0.06709882189300616,4.610305945015668,0.0533649969951923,0.2207150769230769,3.28940316227509,-0.15600461463552956,3.1776881035970286
100.mat,normal,normal,46,23552,24576,1725.0,0.013600745192307691,0.06670632349918759,-0.19004861538461537,0.2207150769230769,0.4107636923076923,0.06807873283606525,4.745946997313894,0.054210256009615376,0.2207150769230769,3.2420561859064048,-0.07862678685014177,2.9924807625155534
100.mat,normal,normal,47,24064,25088,1725.0,0.013823213942307693,0.0631341701699936,-0.1706473846153846,0.19192615384615386,0.36257353846153845,0.0646297507866812,4.277252799230485,0.05179488100961538,0.19192615384615386,2.969625466708995,-0.08498476098519939,2.970870103650593
100.mat,normal,normal,48,24576,25600,1725.0,0.013690180889423078,0.058890110062962346,-0.1733593846153846,0.19192615384615386,0.36528553846153844,0.06046045084195902,3.743197302797254,0.0484547938701923,0.19192615384615386,3.1744082482061873,-0.01423055924634789,2.9483855816624125
100.mat,normal,normal,49,25088,26112,1725.0,0.010177537860576923,0.06434498872557158,-0.1733593846153846,0.21091015384615383,0.38426953846153844,0.06514491423739394,4.345712487421348,0.0522155751201923,0.21091015384615383,3.2375536342613125,0.048448887441311615,2.8847257718471013
100.mat,normal,normal,50,25600,26624,1725.0,0.012855923076923077,0.06719285733480225,-0.19505538461538463,0.2659846153846154,0.46104,0.06841165715705805,4.7924785510142485,0.05461078125,0.2659846153846154,3.8880013499758594,0.06252956667028241,3.1842806206634817
100.mat,normal,normal,51,26112,27136,1725.0,0.014974265625,0.06464123146111352,-0.19505538461538463,0.2659846153846154,0.46104,0.06635297608862248,4.5083826542769225,0.052729575721153846,0.2659846153846154,4.008631278653604,0.016931021827535548,3.2991221037401006
100.mat,normal,normal,52,26624,27648,1725.0,0.014133488581730767,0.06689074020766765,-0.16793538461538463,0.20256553846153844,0.37050092307692306,0.06836758460717769,4.7863056640200705,0.055619428485576924,0.20256553846153844,2.9628886207179073,-0.03391573847637391,2.6983104629155727
100.mat,normal,normal,53,27136,28160,1725.0,0.01446454326923077,0.06700867589593829,-0.16063384615384615,0.20256553846153844,0.3631993846153846,0.06855206530305523,4.8121709130898935,0.056651300480769225,0.20256553846153844,2.9549151810828893,-0.1638830029875763,2.5719365393163445
100.mat,normal,normal,54,27648,28672,1725.0,0.013802841346153848,0.061161624194961156,-0.1794092307692308,0.18191261538461537,0.36132184615384616,0.0626997823233283,4.025613008274178,0.05100279447115384,0.18191261538461537,2.901327702281846,-0.24553102902792756,2.7824835871332656
100.mat,normal,normal,55,28160,29184,1725.0,0.012574984975961538,0.061615413385998574,-0.1794092307692308,0.208824,0.3882332307692308,0.06288552626696504,4.049499559806106,0.05007971213942307,0.208824,3.3207005235221905,-0.05866222004961249,2.962429012002466
100.mat,normal,normal,56,28672,29696,1725.0,0.013524551682692308,0.06481451375493641,-0.20465169230769228,0.208824,0.4134756923076923,0.06621053308580634,4.489046724102816,0.05292230048076923,0.208824,3.1539392641079944,-0.12375908337640562,2.9547052551399005
100.mat,normal,normal,57,29184,30208,1725.0,0.015016233173076923,0.06289093699169548,-0.20673784615384616,0.20486030769230767,0.41159815384615384,0.06465877523122153,4.281095387547266,0.05208539423076923,0.20673784615384616,3.1973671850626406,-0.29827018718580545,3.143005316049223
100.mat,normal,normal,58,29696,30720,1725.0,0.01534484314903846,0.05998190328863771,-0.20673784615384616,0.20486030769230767,0.41159815384615384,0.061913592476903485,3.925291963797586,0.05034251862980769,0.20673784615384616,3.3391350409464513,-0.27521972617026647,3.0184970111509983
100.mat,normal,normal,59,30208,31232,1725.0,0.016215975360576923,0.06297116617095078,-0.17544553846153846,0.18754523076923074,0.36299076923076923,0.06502557670504995,4.329805440844119,0.052553760216346154,0.18754523076923074,2.8841763544371855,-0.2521871189198923,2.823395583390769
100.mat,normal,normal,60,30720,31744,1725.0,0.014572110576923076,0.062482441315454794,-0.173568,0.1777403076923077,0.3513083076923077,0.06415919169850354,4.215195524511053,0.051765951923076925,0.1777403076923077,2.770301541901798,-0.2258602731938985,2.8526421831051896
100.mat,normal,normal,61,31232,32256,1725.0,0.014565998798076922,0.06389154667408227,-0.1804523076923077,0.20277415384615383,0.3832264615384615,0.06553089391570979,4.39736121076942,0.052506699519230766,0.20277415384615383,3.0943291282411183,-0.0851743710598544,2.961257299423259
100.mat,normal,normal,62,31744,32768,1725.0,0.01811388641826923,0.06651057035885008,-0.1804523076923077,0.20277415384615383,0.3832264615384615,0.06893307515723861,4.8658113030487105,0.0553619188701923,0.20277415384615383,2.941608993660557,-0.0988350457644136,2.824988412004333
100.mat,normal,normal,63,32256,33280,1725.0,0.017110332331730767,0.062036179489320865,-0.17294215384615383,0.19735015384615384,0.3702923076923077,0.06435255269321884,4.24064106304871,0.052132047475961535,0.19735015384615384,3.066702804842782,-0.09349627379699074,2.7596027255305824
100.mat,normal,normal,64,32768,33792,1725.0,0.014777058894230767,0.06685483829219459,-0.1733593846153846,0.21487384615384614,0.3882332307692308,0.06846846626469044,4.80044121358239,0.055012528846153846,0.21487384615384614,3.138289169791429,0.020264551394211607,2.8225136728105547
100.mat,normal,normal,65,33280,34304,1725.0,0.019120903846153843,0.0718626665580224,-0.17628,0.21633415384615384,0.39261415384615383,0.07436297337199052,5.662568252132733,0.05985631730769231,0.21633415384615384,2.9091649248754874,-0.004780863615205952,2.7654571205526226
100.mat,normal,normal,66,33792,34816,1725.0,0.017626981370192307,0.0698148145571467,-0.2822566153846154,0.21633415384615384,0.4985907692307692,0.07200568591350193,5.3092544551668635,0.05769824819711538,0.2822566153846154,3.91992120899676,-0.27277713994546193,3.4637087061957157
100.mat,normal,normal,67,34304,35328,1725.0,0.01430808173076923,0.06782012652852684,-0.2822566153846154,0.21320492307692307,0.49546153846153845,0.06931299131591251,4.919593743523597,0.05549413701923077,0.2822566153846154,4.072203637757936,-0.3432108581121281,3.5809315314312973
100.mat,normal,normal,68,34816,35840,1725.0,0.01680535456730769,0.06415420305183583,-0.20360861538461536,0.21320492307692307,0.41681353846153846,0.06631878852443787,4.503738072421491,0.052970379807692314,0.21320492307692307,3.2148494840967143,-0.04438363751337271,3.009687567148535
100.mat,normal,normal,69,35328,36352,1725.0,0.0157926328125,0.06444519560108569,-0.20798953846153845,0.24074215384615386,0.4487316923076923,0.0663520194659714,4.508252658905751,0.05239118689903846,0.24074215384615386,3.628256619468682,0.040898961394579395,3.2229443305150767
100.mat,normal,normal,70,35840,36864,1725.0,0.016809836538461537,0.06759454158668077,-0.20798953846153845,0.24074215384615386,0.4487316923076923,0.06965337505651333,4.968030880525633,0.05563511538461538,0.24074215384615386,3.4562884231721895,-0.07166726925824496,3.0800027261003167
100.mat,normal,normal,71,36352,37376,1725.0,0.019953124399038458,0.06729169968172616,-0.18316430769230768,0.1940123076923077,0.3771766153846154,0.07018760588123182,5.044531219803266,0.05722030709134615,0.1940123076923077,2.7641961177282783,-0.12981119455414347,2.697177495698622
100.mat,normal,normal,72,36864,37888,1725.0,0.016765424278846152,0.06804787423286067,-0.1881710769230769,0.1940123076923077,0.3821833846153846,0.0700827556454578,5.029470862193609,0.05720828725961538,0.1940123076923077,2.768331608862953,-0.0944930426489311,2.6697228223445038
100.mat,normal,normal,73,37376,38400,1725.0,0.013874145432692307,0.05972057407859787,-0.1881710769230769,0.18963138461538462,0.37780246153846153,0.061311001294749645,3.849255812879148,0.048979388221153844,0.18963138461538462,3.092942222565377,-0.13335513658624365,3.0951050791387873
100.mat,normal,normal,74,37888,38912,1725.0,0.015135412860576923,0.058188905786998445,-0.22196676923076922,0.21842030769230766,0.4403870769230769,0.06012511521110208,3.701790186647858,0.047696525841346156,0.22196676923076922,3.691747923438347,-0.09931476021907741,3.412346530564801
100.mat,normal,normal,75,38400,39424,1725.0,0.014635061899038463,0.06903443096952162,-0.22196676923076922,0.21842030769230766,0.4403870769230769,0.07056867361708263,5.099456200780118,0.057237012620192304,0.22196676923076922,3.1454008960413855,-0.23453596419562842,2.926003487637372
100.mat,normal,normal,76,38912,39936,1725.0,0.01622412439903846,0.06914624353285802,-0.18629353846153843,0.19714153846153845,0.3834350769230769,0.07102411708159971,5.165491412194083,0.05810570012019231,0.19714153846153845,2.7756985452176273,-0.24604395178360824,2.6665446239500756
100.mat,normal,normal,77,39424,40448,1725.0,0.01834939362980769,0.0676695378805691,-0.18191261538461537,0.21633415384615384,0.3982467692307692,0.07011324128544767,5.033847402036638,0.056012212139423076,0.21633415384615384,3.0854964037722996,0.013882504763936696,2.777106327306347
100.mat,normal,normal,78,39936,40960,1725.0,0.016151597956730768,0.06448345119761924,-0.19881046153846152,0.21633415384615384,0.41514461538461533,0.06647548115592404,4.525045345189491,0.052644621995192306,0.21633415384615384,3.254345061985619,-0.08439533043583743,3.159326568420482
100.mat,normal,normal,79,40448,41472,1725.0,0.01587758653846154,0.06162811418807058,-0.19881046153846152,0.21967199999999998,0.41848246153846147,0.06364057049291907,4.147325145768142,0.05206868870192308,0.21967199999999998,3.451760383276103,-0.23680034218956003,2.969202436257727
100.mat,normal,normal,80,40960,41984,1725.0,0.016634224759615384,0.06235511589034514,-0.23385784615384617,0.21967199999999998,0.4535298461538462,0.06453571035521168,4.2648145009170175,0.05223737379807692,0.23385784615384617,3.6236967852843494,-0.16622963095275517,3.1529932488668684
100.mat,normal,normal,81,41472,42496,1725.0,0.01379163641826923,0.06437088941213376,-0.25513661538461535,0.19985353846153847,0.4549901538461538,0.0658317601071313,4.4378323341341535,0.05319794170673077,0.25513661538461535,3.875585507140371,-0.3123811232464809,3.2732878113509654
100.mat,normal,normal,82,41984,43008,1725.0,0.014378570913461538,0.0687345152944461,-0.25513661538461535,0.1992276923076923,0.4543643076923076,0.07022233899747207,5.049525139738508,0.05699111538461538,0.25513661538461535,3.633268544218766,-0.2578475343937277,2.938966035123838
100.mat,normal,normal,83,42496,43520,1725.0,0.017116444110576924,0.06489029668018258,-0.19839323076923077,0.1992276923076923,0.3976209230769231,0.06710978514518295,4.611812620526201,0.05452338281249999,0.1992276923076923,2.9686832087708432,-0.23459749687136536,2.8642741967524077
100.mat,normal,normal,84,43008,44032,1725.0,0.015958669471153847,0.06472401836018073,-0.165432,0.19818461538461538,0.36361661538461537,0.06666241582765021,4.550530748394035,0.05478272596153846,0.19818461538461538,2.9729587942631905,-0.2044568016143295,2.7171254302159
100.mat,normal,normal,85,43520,44544,1725.0,0.016097610576923077,0.06906667852272338,-0.17231630769230769,0.19818461538461538,0.37050092307692306,0.07091783378281857,5.150043288010224,0.057679709134615384,0.19818461538461538,2.7945666810516063,-0.13912486477293998,2.687639462906837
100.mat,normal,normal,86,44032,45056,1725.0,0.014766261418269231,0.061308587006560646,-0.17231630769230769,0.19046584615384615,0.36278215384615387,0.0630617579600639,4.072228164622011,0.05102826021634615,0.19046584615384615,3.020306637684365,-0.06803151416632748,2.779641327048309
100.mat,normal,normal,87,44544,45568,1725.0,0.013921002403846153,0.05873175094411797,-0.19568123076923075,0.19881046153846152,0.39449169230769227,0.06035903310101805,3.7306499859351474,0.04920104206730769,0.19881046153846152,3.293797983848328,-0.10271258389444027,2.843715120584901
100.mat,normal,normal,88,45056,46080,1725.0,0.015934018629807693,0.06649728934124176,-0.21362215384615382,0.19881046153846152,0.41243261538461534,0.06837969318027015,4.788001217974154,0.05527309435096154,0.21362215384615382,3.1240583849923875,-0.19182690358595816,2.9841112756421886
100.mat,normal,normal,89,45568,46592,1725.0,0.01566245192307692,0.06736640601513204,-0.21362215384615382,0.20423446153846153,0.4178566153846154,0.06916317704991808,4.898350141069633,0.055833137019230775,0.21362215384615382,3.088668898030591,-0.21129887535083386,2.9809849265439237
100.mat,normal,normal,90,46080,47104,1725.0,0.01594501983173077,0.06567186045583209,-0.17231630769230769,0.20632061538461538,0.3786369230769231,0.06757985582379243,4.676645799080521,0.05429439483173076,0.20632061538461538,3.0529898720044963,-0.12219975619271942,2.9402223182163665
100.mat,normal,normal,91,46592,47616,1725.0,0.0167169375,0.0647837043357401,-0.1721076923076923,0.20632061538461538,0.3784283076923077,0.06690578709528419,4.583817571163644,0.05343528245192307,0.20632061538461538,3.083748422056513,-0.015392952710248431,2.9180514309422625
100.mat,normal,normal,92,47104,48128,1725.0,0.014302173677884614,0.0666995612250144,-0.19004861538461537,0.20423446153846153,0.3942830769230769,0.0682157140219306,4.765064846870343,0.05469940204326923,0.20423446153846153,2.9939503597339523,-0.08541541348023,2.9056891959261737
100.mat,normal,normal,93,47616,48640,1725.0,0.01359320733173077,0.06752765910411763,-0.20506892307692307,0.22822523076923076,0.43329415384615383,0.06888221853022258,4.858634270356828,0.05526290805288461,0.22822523076923076,3.3132677145957774,-0.20095745062437126,3.0709048543954056
100.mat,normal,normal,94,48128,49152,1725.0,0.01543916826923077,0.06253262531336065,-0.20506892307692307,0.22822523076923076,0.43329415384615383,0.0644103807272304,4.248265876917017,0.051699944711538465,0.22822523076923076,3.543298893577289,-0.2093118826947239,3.3804054463822566
100.mat,normal,normal,95,48640,49664,1725.0,0.014878718149038461,0.062155949374311875,-0.23135446153846154,0.22572184615384616,0.45707630769230767,0.06391195738185888,4.18277201549368,0.051346072716346156,0.23135446153846154,3.619893225184033,-0.2802069211190658,3.349531914151995
100.mat,normal,normal,96,49152,50176,1725.0,0.014232091947115385,0.06011007606682034,-0.23135446153846154,0.16438892307692307,0.3957433846153846,0.06177194902178555,3.907352254412875,0.04975049098557692,0.23135446153846154,3.745299690206032,-0.28074639580509136,3.1353156703045184
100.mat,normal,normal,97,49664,50688,1725.0,0.015361344951923078,0.062069010167459374,-0.16501476923076921,0.20944984615384615,0.3744646153846154,0.06394163699734429,4.186657732505751,0.05105698557692308,0.20944984615384615,3.2756409748982445,-0.021133448896181933,3.0355222017222534
100.mat,normal,normal,98,50176,51200,1725.0,0.013507642427884617,0.06614533507833972,-0.1804523076923077,0.20944984615384615,0.38990215384615384,0.06751045664625169,4.667045638743479,0.05418153064903846,0.20944984615384615,3.102480068358014,-0.07169233477677509,2.9216280412668594
100.mat,normal,normal,99,50688,51712,1725.0,0.010902191105769229,0.060221792494409655,-0.1804523076923077,0.19860184615384616,0.3790541538461538,0.061200670438700665,3.8354145916379645,0.049099179086538464,0.19860184615384616,3.245092655472183,-0.03129344664845188,2.814846945392457
100.mat,normal,normal,100,51200,52224,1725.0,0.012636306490384615,0.05826917733538422,-0.17169046153846151,0.20715507692307691,0.37884553846153846,0.05962359657938617,3.640292627518864,0.047280721153846156,0.20715507692307691,3.474380762049212,0.09779340257507652,2.9106093891426967
100.mat,normal,normal,101,51712,52736,1725.0,0.013366664062499999,0.060810772213750516,-0.17169046153846151,0.20715507692307691,0.37884553846153846,0.06226249051710332,3.9696565508017985,0.05019461358173077,0.20715507692307691,3.3271248098057513,-0.1225127053347016,2.852203011160432
100.mat,normal,normal,102,52224,53248,1725.0,0.012483715745192308,0.06103865463455083,-0.17002153846153847,0.20027076923076922,0.3702923076923077,0.062302171056896054,3.974717970844402,0.050076859975961535,0.20027076923076922,3.214507068215359,-0.07984776345476848,2.8961306195904233
100.mat,normal,normal,103,52736,53760,1725.0,0.012249838341346155,0.0627473494594116,-0.17815753846153848,0.20027076923076922,0.37842830769230773,0.06393190442627715,4.185383325256331,0.050995256610576925,0.20027076923076922,3.132563796196282,-0.006110330382853371,2.8500595516877216
